Unnamed: 0,molecule_chembl_id,canonical_smiles,bioactivity_class,pIC50,MW,LogP,NumHDonors,NumHAcceptors
381,CHEMBL124256,Cc1nc(N)nc2c1c(CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)cn2Cc1ccccc1,inactive,4.721246399047171,515.5700000000003,3.203220000000001,4,7
382,CHEMBL439973,Cc1nc(N)nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c12,intermediate,5.7447274948966935,425.4450000000002,1.6815199999999997,5,6
383,CHEMBL1230421,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,active,7.698970004336019,338.20900000000006,-2.4264799999999993,5,8
384,CHEMBL30932,Nc1cc2c(N)cc(Cc3ccccc3)cc2[nH]1,inactive,4.0,237.30600000000004,2.9231000000000007,3,2
385,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
386,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.221848749616356,454.44700000000023,0.2684000000000012,5,10
387,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,8.301029995663981,290.32300000000004,1.2575999999999998,2,7
388,CHEMBL223279,Nc1nc(N)c2c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,intermediate,5.154901959985743,441.44400000000024,1.6102999999999996,5,8
389,CHEMBL192632,Nc1nc2[nH]c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,inactive,4.657577319177793,441.4440000000002,1.0565000000000002,6,6
390,CHEMBL193275,Nc1nc(N)c2c(CCCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,inactive,4.6777807052660805,455.47100000000023,2.0004000000000004,5,8
391,CHEMBL365307,Nc1nc2[nH]c(CCCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1,inactive,4.0,455.47100000000023,1.4465999999999997,6,6
392,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.154901959985743,454.44700000000023,0.2684000000000012,5,10
393,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
394,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.522878745280337,454.44700000000023,0.2684000000000012,5,10
395,CHEMBL385516,N=C(N)NC(=N)SCc1ccc(Cl)nc1,inactive,4.459670525209126,243.723,1.3860400000000004,4,4
396,CHEMBL217809,N=C(N)NC(=N)SC/C=C/c1ccccc1,inactive,4.703334809738469,234.32800000000003,1.8508400000000007,4,3
397,CHEMBL217157,N=C(N)/N=C(\N)SCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,intermediate,5.251811972993799,344.284,3.1655700000000015,3,2
398,CHEMBL216195,N=C(N)/N=C(\N)SCc1ccccc1C(F)(F)F,inactive,4.391473966422806,276.287,2.14677,3,2
399,CHEMBL262030,N=C(N)/N=C(\N)SCc1cc([N+](=O)[O-])ccc1O,inactive,4.82102305270683,269.286,0.7417700000000005,4,5
400,CHEMBL386409,N=C(N)NC(=N)SCc1ccc([N+](=O)[O-])cc1,inactive,4.454692883534176,253.287,1.2458400000000005,4,5
401,CHEMBL538395,N=C(N)/N=C(\N)SCc1ccc(F)cc1,inactive,4.603800652904264,226.28,1.2670700000000006,3,2
402,CHEMBL385547,N=C(N)/N=C(\N)SCc1ccc(Cl)cc1,inactive,4.847711655616943,242.735,1.7813700000000006,3,2
403,CHEMBL215709,N=C(N)/N=C(\N)SCc1ccc(C(F)(F)F)cc1,inactive,4.886056647693163,276.287,2.146770000000001,3,2
404,CHEMBL214882,Cc1ccc(CSC(=N)N=C(N)N)cc1,inactive,4.899629454882437,222.31700000000004,1.43639,3,2
405,CHEMBL217260,N=C(N)/N=C(\N)SCc1ccc(Cl)c(Cl)c1,intermediate,5.431798275933005,277.18,2.434770000000001,3,2
406,CHEMBL217294,COc1ccc(CSC(=N)N=C(N)N)cc1,intermediate,5.481486060122113,238.316,1.1365699999999999,3,3
407,CHEMBL217099,N=C(N)NC(=N)SCc1ccccc1,inactive,4.460923901207224,208.29000000000002,1.3376400000000006,4,3
408,CHEMBL384631,N=C(N)NC(=N)SCc1cccc([N+](=O)[O-])c1,inactive,4.723538195826756,253.287,1.2458400000000005,4,5
409,CHEMBL387262,N=C(N)NC(=N)SCc1cccc(C(F)(F)F)c1,intermediate,5.366531544420414,276.287,2.356440000000001,4,3
410,CHEMBL213970,COc1cccc(CSC(=N)N=C(N)N)c1,intermediate,5.42021640338319,238.316,1.13657,3,3
411,CHEMBL213969,Cc1cc(CSC(=N)NC(=N)N)c(C)cc1CSC(=N)NC(=N)N,active,7.1249387366083,366.52000000000004,1.6055199999999996,8,6
412,CHEMBL424738,N=C(N)/N=C(\N)SCc1cccc(CS/C(N)=N/C(=N)N)c1,active,7.1249387366083,338.46600000000007,0.5693400000000006,6,4
413,CHEMBL225180,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,inactive,4.6777807052660805,445.4570000000002,1.3408199999999995,6,7
414,CHEMBL388340,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(F)c1,inactive,4.6777807052660805,463.44700000000023,1.4799199999999995,6,7
415,CHEMBL224868,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)c(Cl)c1,inactive,4.3979400086720375,479.90200000000027,1.9942199999999999,6,7
416,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
417,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,7.494850021680094,454.44700000000023,0.2684000000000012,5,10
418,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
419,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.154901959985743,454.44700000000023,0.2684000000000012,5,10
420,CHEMBL374172,Nc1nc2[nH]cc(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,4.657577319177793,441.4440000000002,1.0564999999999993,6,6
421,CHEMBL223279,Nc1nc(N)c2c(CCCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)coc2n1,intermediate,5.154901959985743,441.44400000000024,1.6102999999999996,5,8
422,CHEMBL389643,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,active,7.795880017344075,444.4730000000001,1.6297199999999994,6,8
423,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
424,CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,inactive,4.638272163982407,458.4960000000002,1.9772199999999995,4,7
425,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.18045606445813,454.44700000000023,0.2684000000000012,5,10
426,CHEMBL422395,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,inactive,4.638272163982407,477.4770000000002,1.1929,5,7
427,CHEMBL224974,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)[nH]c(=O)c12,inactive,3.619788758288394,445.4570000000001,1.3408199999999995,6,7
428,CHEMBL522363,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N(CCC(=O)O)C(=O)O)cc1,active,6.698970004336019,448.48200000000026,2.62132,4,8
429,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,8.0,290.32300000000004,1.2575999999999998,2,7
430,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.05551732784983,454.44700000000023,0.2684000000000012,5,10
431,CHEMBL422395,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,inactive,4.638272163982407,477.4770000000002,1.1929,5,7
432,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
433,CHEMBL449543,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,inactive,4.494850021680094,307.375,3.1655200000000008,2,5
434,CHEMBL495125,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,inactive,4.455931955649724,290.373,2.4214200000000003,2,6
435,CHEMBL495124,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,inactive,4.236572006437063,339.44500000000005,4.179620000000002,2,5
436,CHEMBL492839,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,intermediate,5.552841968657781,358.2750000000001,4.333220000000002,2,5
437,CHEMBL492838,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,intermediate,5.552841968657781,358.2750000000001,4.333220000000002,2,5
438,CHEMBL492837,COc1ccc(OC)c(Sc2c(C)[nH]c3nc(N)[nH]c(=O)c23)c1,inactive,4.552841968657781,332.38500000000005,2.3102199999999993,3,6
439,CHEMBL492836,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,intermediate,5.920818753952375,334.38200000000006,2.9346200000000007,2,7
440,CHEMBL522517,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,inactive,4.552841968657781,323.83000000000004,3.679820000000001,2,5
441,CHEMBL494067,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,inactive,4.455931955649724,289.385,3.0264200000000008,2,5
442,CHEMBL514219,CCCc1c(Sc2c(Cl)cccc2Cl)[nH]c2nc(N)nc(N)c12,intermediate,5.886056647693163,368.2930000000001,4.532800000000002,3,5
443,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,7.698970004336019,290.32300000000004,1.2575999999999998,2,7
444,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,intermediate,5.698970004336019,248.71700000000004,2.5238000000000005,2,4
445,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
446,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.18045606445813,454.44700000000023,0.2684000000000012,5,10
447,CHEMBL477151,CC(C)c1c(Sc2ccc(Cl)c(Cl)c2)[nH]c2nc(N)nc(N)c12,active,6.853871964321762,368.2930000000001,4.7037,3,5
448,CHEMBL477150,CC(C)c1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12,active,6.5376020021010435,349.46300000000014,4.550100000000003,3,5
449,CHEMBL476945,CC(C)c1c(Sc2cccc3ccccc23)[nH]c2nc(N)nc(N)c12,active,6.823908740944319,349.46300000000014,4.550100000000003,3,5
450,CHEMBL477566,COc1ccc(Sc2[nH]c3nc(N)nc(N)c3c2C(C)C)cc1OC,active,6.958607314841775,359.45500000000015,3.4141000000000012,3,7
451,CHEMBL516128,COc1ccc(OC)c(Sc2[nH]c3nc(N)nc(N)c3c2C(C)C)c1,active,6.958607314841775,359.45500000000015,3.4141000000000012,3,7
452,CHEMBL478404,COc1ccc(Sc2[nH]c3nc(N)nc(N)c3c2C(C)C)cc1,active,6.823908740944319,329.4290000000001,3.405500000000001,3,6
453,CHEMBL478403,CC(C)c1c(Sc2ccccc2)[nH]c2nc(N)nc(N)c12,active,6.886056647693163,299.4030000000001,3.3969000000000005,3,5
454,CHEMBL478192,Cc1cccc(C)c1Sc1[nH]c2nc(N)nc(N)c2c1C(C)C,intermediate,5.522878745280337,327.4570000000001,4.013740000000001,3,5
455,CHEMBL478191,CC(C)c1c(Sc2c(Cl)cccc2Cl)[nH]c2nc(N)nc(N)c12,intermediate,5.6777807052660805,368.2930000000001,4.703700000000002,3,5
456,CHEMBL478213,CCCc1c(Sc2ccc3ccccc3c2)[nH]c2nc(N)nc(N)c12,active,6.221848749616356,349.46300000000014,4.379200000000002,3,5
457,CHEMBL515312,CCCc1c(Sc2cccc3ccccc23)[nH]c2nc(N)nc(N)c12,intermediate,5.823908740944319,349.46300000000014,4.379200000000002,3,5
458,CHEMBL476745,CCCc1c(Sc2ccc(OC)c(OC)c2)[nH]c2nc(N)nc(N)c12,active,6.301029995663981,359.45500000000015,3.2432,3,7
459,CHEMBL476744,CCCc1c(Sc2cc(OC)ccc2OC)[nH]c2nc(N)nc(N)c12,intermediate,5.853871964321762,359.45500000000015,3.243199999999999,3,7
460,CHEMBL477790,CCCc1c(Sc2ccc(OC)cc2)[nH]c2nc(N)nc(N)c12,active,6.214670164989233,329.42900000000014,3.2345999999999995,3,6
461,CHEMBL516891,CCCc1c(Sc2ccccc2)[nH]c2nc(N)nc(N)c12,intermediate,5.886056647693163,299.4030000000001,3.226,3,5
462,CHEMBL477789,CCCc1c(Sc2c(C)cccc2C)[nH]c2nc(N)nc(N)c12,intermediate,5.823908740944319,327.4570000000001,3.8428400000000007,3,5
463,CHEMBL551985,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cccc(Cl)c1,intermediate,5.522878745280337,337.85699999999997,3.9338000000000015,2,5
464,CHEMBL551049,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,6.0,476.53600000000023,2.3282,5,8
465,CHEMBL550769,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1,inactive,4.481486060122112,303.412,3.2804,2,5
466,CHEMBL564277,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)cc1,inactive,4.376750709602099,337.85699999999997,3.9338000000000015,2,5
467,CHEMBL564937,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc([N+](=O)[O-])cc1,inactive,4.4089353929735005,348.40900000000005,3.188600000000001,2,7
468,CHEMBL564004,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)ccc1OC,inactive,4.552841968657781,363.4640000000001,3.297600000000001,2,7
469,CHEMBL556091,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Cl)c(Cl)c1,inactive,4.657577319177793,372.302,4.587200000000002,2,5
470,CHEMBL560912,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(Cl)cc(Cl)c1,intermediate,5.552841968657781,372.302,4.587200000000002,2,5
471,CHEMBL550296,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc2ccccc2c1,inactive,4.552841968657781,353.47200000000004,4.433600000000002,2,5
472,CHEMBL550842,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccncc1,inactive,4.481486060122112,304.4,2.6754000000000007,2,6
473,CHEMBL538143,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(F)cc1,inactive,4.508638306165727,321.402,3.419500000000001,2,5
474,CHEMBL565179,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(Br)cc1,inactive,4.5376020021010435,382.308,4.042900000000002,2,5
475,CHEMBL551768,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1ccccc1Cl,inactive,4.481486060122112,337.85699999999997,3.9338000000000015,2,5
476,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
477,CHEMBL389051,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,inactive,4.638272163982407,477.4770000000002,1.1929,5,7
478,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.05551732784983,454.44700000000023,0.2684000000000012,5,10
479,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,8.0,290.32300000000004,1.2575999999999998,2,7
480,CHEMBL563212,CCc1sc2nc(N)[nH]c(=O)c2c1Sc1cc(OC)cc(OC)c1,inactive,4.568636235841013,363.4640000000001,3.297600000000001,2,7
481,CHEMBL598090,COc1ccccc1Sc1oc2nc(N)nc(N)c2c1C,inactive,3.6989700043360187,302.35900000000004,2.8554200000000005,2,7
482,CHEMBL604722,Cc1c(Sc2c(F)c(F)c(C(F)(F)F)c(F)c2F)oc2nc(N)nc(N)c12,inactive,3.6989700043360187,412.29000000000013,4.422019999999999,2,6
483,CHEMBL597885,COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1,inactive,3.6989700043360187,302.35900000000004,2.8554200000000005,2,7
484,CHEMBL596681,COc1ccc(OC)c(Sc2oc3nc(N)nc(N)c3c2C)c1,inactive,3.6989700043360187,332.3850000000001,2.86402,2,8
485,CHEMBL596680,Cc1c(Sc2c(Cl)cccc2Cl)oc2nc(N)nc(N)c12,inactive,3.6989700043360187,341.2230000000001,4.15362,2,6
486,CHEMBL609896,Cc1cccc(C)c1Sc1oc2nc(N)nc(N)c2c1C,inactive,3.6989700043360187,300.38700000000006,3.463660000000001,2,6
487,CHEMBL596673,Cc1c(Sc2ccc3ccccc3c2)oc2nc(N)nc(N)c12,inactive,3.6989700043360187,322.3930000000001,4.000020000000002,2,6
488,CHEMBL602104,Cc1c(Sc2cccc3ccccc23)oc2nc(N)nc(N)c12,inactive,3.6989700043360187,322.3930000000001,4.000020000000002,2,6
489,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.18045606445813,454.44700000000023,0.2684000000000012,5,10
490,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,3.638272163982407,427.41700000000014,0.6664000000000003,6,6
491,CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,inactive,4.638272163982407,458.4960000000002,1.9772199999999995,4,7
492,CHEMBL596672,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)oc2nc(N)nc(N)c12,active,7.698970004336019,445.45700000000016,1.8946199999999993,5,9
493,CHEMBL389643,Cc1c(Sc2ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc2)[nH]c2nc(N)nc(N)c12,active,7.795880017344075,444.4730000000001,1.6297199999999994,6,8
494,CHEMBL598292,COc1cccc(Sc2oc3nc(N)nc(N)c3c2C)c1,inactive,3.6989700043360187,302.35900000000004,2.8554200000000005,2,7
495,CHEMBL598293,COc1ccc(Sc2oc3nc(N)nc(N)c3c2C)cc1OC,inactive,3.6989700043360187,332.3850000000001,2.864020000000001,2,8
496,CHEMBL611984,Cc1cccc(C(C)C)c1Sc1oc2nc(N)nc(N)c2c1C,inactive,3.6989700043360187,328.4410000000001,4.278640000000002,2,6
497,CHEMBL1093099,Nc1nc(N)c2c(n1)[nH]c1cccc(Sc3ccccc3)c12,inactive,4.481486060122112,307.38200000000006,3.426700000000001,3,5
498,CHEMBL1093100,Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1,inactive,4.508638306165727,321.4090000000001,3.73512,3,5
499,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.18045606445813,454.44700000000023,0.2684000000000012,5,10
500,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,7.698970004336019,290.32300000000004,1.2575999999999998,2,7
501,CHEMBL389051,C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,inactive,4.958607314841775,477.4770000000002,1.1929,5,7
502,CHEMBL169896,Cc1nc2ccc3ccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)cc3c2c(=O)[nH]1,inactive,4.698970004336019,500.51100000000025,3.27062,4,6
503,CHEMBL225180,Cc1[nH]c2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,inactive,4.657577319177793,445.4570000000002,1.3408199999999995,6,7
504,CHEMBL1818548,Cc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,inactive,4.823908740944319,494.5290000000002,3.1061199999999998,5,7
505,CHEMBL1818549,Cc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,inactive,4.698970004336019,506.54000000000036,3.3321199999999997,4,7
506,CHEMBL1738741,Nc1nc2sc3cccc(CNc4ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc4)c3c2c(=O)[nH]1,active,6.3979400086720375,495.5170000000003,2.3799,6,8
507,CHEMBL1738740,Nc1nc2sc3cccc(CNc4ccc5c(c4)CN([C@@H](CCC(=O)O)C(=O)O)C5=O)c3c2c(=O)[nH]1,active,6.3979400086720375,507.52800000000036,2.6058999999999997,5,8
508,CHEMBL225072,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c2c(=O)[nH]1,inactive,2.638272163982407,427.41700000000014,0.6664000000000003,6,6
509,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.356547323513812,454.44700000000023,0.2684000000000012,5,10
510,CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,active,8.0,290.32300000000004,1.2575999999999998,2,7
511,CHEMBL34259,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,active,8.05551732784983,454.44700000000023,0.2684000000000012,5,10
512,CHEMBL2047253,Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2,inactive,4.795880017344075,326.76200000000006,4.166100000000002,2,4
513,CHEMBL2047252,Nc1nc2c(c(Nc3ccc(F)c(Cl)c3)n1)-c1ccccc1C2,inactive,4.795880017344075,326.76200000000006,4.166100000000001,2,4
514,CHEMBL2047248,Nc1nc2c(c(Nc3cccc(Br)c3)n1)-c1ccccc1C2,inactive,4.853871964321762,353.22300000000007,4.136100000000002,2,4
515,CHEMBL2047247,Nc1nc2c(c(Nc3ccc(Cl)cc3)n1)-c1ccccc1C2,inactive,4.795880017344075,308.77200000000005,4.027000000000001,2,4
516,CHEMBL2047245,CC(C)c1ccc(Nc2nc(N)nc3c2-c2ccccc2C3)cc1,inactive,4.795880017344075,316.408,4.4970000000000026,2,4
517,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,intermediate,5.180456064458132,248.71700000000004,2.5238000000000005,2,4
518,CHEMBL265493,Nc1ncc(Cc2ccccc2)c(N)n1,intermediate,5.470000200122707,200.245,1.2318,2,4
519,CHEMBL97313,CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccc(S(=O)(=O)F)cc2)c1,intermediate,5.939302159646388,431.53700000000015,3.0957000000000017,2,7
520,CHEMBL97567,CC1(C)N=C(N)N=C(N)N1c1ccc(CCCCCCc2ccc(S(=O)(=O)F)cc2)cc1,intermediate,5.735182176990463,459.5910000000002,3.8759000000000032,2,7
521,CHEMBL94742,CC1(C)N=C(N)N=C(N)N1c1cccc(CCCCc2ccccc2)c1,intermediate,5.11975822410452,349.4820000000001,3.4375000000000018,2,5
522,CHEMBL1617293,CC1(C)N=C(N)N=C(N)N1c1ccc(OCCCOc2ccccc2)c(Cl)c1,inactive,4.734003629504921,401.898,3.373400000000002,2,7
523,CHEMBL268914,CC1(C)N=C(N)N=C(N)N1c1cccc(C#N)c1,inactive,4.69486368105636,242.28600000000003,0.7437799999999999,2,6
524,CHEMBL747,CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,inactive,4.679645967182328,251.72100000000003,1.5255000000000003,2,5
525,CHEMBL548155,Cc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1.Cl,inactive,4.491201034596095,267.764,1.6023199999999995,2,5
526,CHEMBL266573,COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,inactive,4.050122295963125,247.302,0.8806999999999995,2,6
527,CHEMBL333873,CCOc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,inactive,3.5805399272139296,261.32899999999995,1.2708,2,6
528,CHEMBL1625056,CC1(C)N=C(N)N=C(N)N1c1cccc(CN)c1,inactive,3.3202088290196454,246.318,0.33080000000000076,3,6
529,CHEMBL3634634,CC1(C)N=C(N)N=C(N)N1c1ccc(CN)cc1,inactive,3.1417034754661146,246.318,0.33080000000000076,3,6
530,CHEMBL316611,CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)Nc2ccc(S(=O)(=O)F)cc2)c1,inactive,4.201832940284061,418.4540000000001,1.7825999999999995,3,8
531,CHEMBL1412044,NC1=NC(c2ccc(Cl)cc2)N(c2ccc(S(N)(=O)=O)cc2)C(N)=N1,inactive,2.810229043653126,378.84500000000014,1.1356000000000004,3,7
532,CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,inactive,3.457299030551889,256.09599999999995,2.0098,2,5
